customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
CUST-00175,Female,0,No,No,11,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,One year,Yes,Electronic check,66.69,777.69,Yes
CUST-00176,Female,0,Yes,No,16,Yes,Yes,DSL,No,Yes,Yes,No,No,No,One year,Yes,Bank transfer (automatic),54.85,869.56,No
CUST-00177,Male,0,No,No,33,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),66.73,2154.53,No
CUST-00178,Male,0,Yes,No,60,Yes,Yes,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,No,Mailed check,62.72,3780.11,Yes
CUST-00179,Male,0,No,No,59,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),67.02,3992.7,Yes
CUST-00180,Male,0,Yes,No,51,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),31.38,1630.11,No
CUST-00181,Male,0,No,Yes,15,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,24.07,343.5,No
CUST-00182,Male,0,Yes,Yes,43,Yes,No,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),56.34,2367.82,No
CUST-00183,Female,0,No,No,27,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,26.29,693.51,No
CUST-00184,Male,0,Yes,No,56,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,No,Electronic check,77.35,4397.36,Yes
CUST-00185,Male,0,No,Yes,60,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),49.06,2953.99,Yes
CUST-00186,Male,0,Yes,No,70,Yes,No,DSL,No,No,No,No,No,Yes,One year,No,Bank transfer (automatic),49.47,3437.61,No
CUST-00187,Female,1,No,Yes,47,Yes,No,DSL,No,No,Yes,No,No,No,Two year,Yes,Electronic check,40.68,1847.89,Yes
CUST-00188,Male,0,Yes,Yes,8,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,74.91,624.22,Yes
CUST-00189,Male,0,No,Yes,63,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),21.18,1311.58,No
CUST-00190,Female,0,Yes,No,7,Yes,Yes,DSL,No,Yes,No,No,Yes,Yes,Two year,No,Electronic check,74.86,515.87,No
CUST-00191,Male,0,No,No,2,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,One year,Yes,Electronic check,63.81,52.08,No
CUST-00192,Male,0,Yes,Yes,17,Yes,No,DSL,No,Yes,No,No,No,No,Two year,No,Mailed check,35.33,610.04,No
CUST-00193,Male,0,Yes,No,4,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),79.07,320.87,No
CUST-00194,Male,0,No,Yes,26,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),18.2,453.7,Yes
CUST-00195,Male,0,Yes,No,72,Yes,No,DSL,No,Yes,Yes,Yes,No,Yes,Month-to-month,No,Electronic check,56.88,4088.42,Yes
CUST-00196,Female,0,Yes,Yes,69,Yes,No,DSL,No,No,Yes,Yes,No,No,Two year,No,Electronic check,53.15,3702.83,No
CUST-00197,Female,0,No,No,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,18.0,117.01,Yes
CUST-00198,Female,1,No,No,5,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,64.37,316.37,No
CUST-00199,Male,0,No,No,69,Yes,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),49.34,3490.95,No
CUST-00200,Male,1,Yes,Yes,3,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),48.85,122.66,Yes
CUST-00201,Male,0,Yes,Yes,38,Yes,No,Fiber optic,Yes,No,Yes,No,No,Yes,Two year,Yes,Bank transfer (automatic),69.68,2574.13,No
CUST-00202,Female,1,No,No,1,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Electronic check,87.36,105.31,No
CUST-00203,Male,1,Yes,No,8,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Two year,Yes,Mailed check,81.79,601.67,No
CUST-00204,Male,0,No,No,13,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,79.55,1117.84,Yes
CUST-00205,Female,0,Yes,No,70,Yes,Yes,DSL,No,No,No,No,Yes,No,One year,Yes,Credit card (automatic),55.4,3936.07,Yes
CUST-00206,Male,0,No,No,50,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,24.16,1142.74,No
CUST-00207,Female,0,No,No,8,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),52.69,413.65,Yes
CUST-00208,Female,0,No,No,30,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,24.61,689.91,No
CUST-00209,Female,0,Yes,Yes,40,Yes,Yes,DSL,No,No,No,Yes,No,No,Two year,Yes,Mailed check,48.49,1893.98,No
CUST-00210,Male,0,No,No,33,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,21.43,692.19,No
CUST-00211,Male,0,Yes,No,52,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,29.56,1530.07,No
CUST-00212,Male,1,No,No,33,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,No,Mailed check,77.85,2537.92,Yes
CUST-00213,Male,0,No,Yes,37,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),77.25,2825.49,No
CUST-00214,Male,0,Yes,No,70,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),66.67,4703.81,Yes
CUST-00215,Male,0,Yes,No,69,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Two year,No,Electronic check,86.54,5851.94,No
CUST-00216,Male,1,No,No,4,Yes,No,Fiber optic,No,No,No,No,No,No,Two year,Yes,Electronic check,52.83,189.42,No
CUST-00217,Female,0,Yes,Yes,60,Yes,No,Fiber optic,No,No,No,No,No,No,Two year,No,Mailed check,50.69,3054.98,No
CUST-00218,Male,0,No,No,31,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Two year,Yes,Electronic check,78.13,2397.32,No
CUST-00219,Female,0,Yes,Yes,14,Yes,No,DSL,No,No,No,Yes,Yes,Yes,One year,Yes,Credit card (automatic),62.3,953.43,No
CUST-00220,Male,0,Yes,No,60,No,No phone service,DSL,Yes,No,No,No,No,No,One year,No,Credit card (automatic),44.22,2689.6,No
CUST-00221,Male,0,No,No,68,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,No,Credit card (automatic),59.18,4037.6,Yes
CUST-00222,Male,1,No,No,26,No,No phone service,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),67.15,1793.19,No
CUST-00223,Female,0,Yes,No,24,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),23.93,635.93,No
CUST-00224,Female,0,No,No,56,Yes,No,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,No,Credit card (automatic),64.84,3614.52,Yes
CUST-00225,Female,1,No,No,9,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,90.98,874.34,Yes
CUST-00226,Female,0,No,Yes,35,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),71.6,2466.14,No
CUST-00227,Male,0,Yes,No,24,Yes,No,DSL,Yes,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,46.33,984.54,No
CUST-00228,Female,1,Yes,No,31,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),19.4,618.15,No
CUST-00229,Male,0,No,Yes,66,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),75.28,4981.14,No
CUST-00230,Male,0,No,No,66,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),30.63,2126.15,No
CUST-00231,Female,0,Yes,Yes,41,Yes,No,DSL,Yes,No,No,Yes,No,No,One year,No,Electronic check,45.63,1841.94,No
CUST-00232,Female,0,No,Yes,36,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,No,Electronic check,101.65,3652.15,No
CUST-00233,Female,0,Yes,No,34,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,49.98,1779.93,Yes
CUST-00234,Female,0,Yes,No,39,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Two year,No,Mailed check,75.69,3050.15,No
CUST-00235,Female,0,No,No,23,No,No phone service,Fiber optic,No,No,No,No,No,No,One year,Yes,Electronic check,56.66,1266.99,Yes
CUST-00236,Female,1,No,No,44,Yes,No,DSL,No,Yes,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),48.55,2110.21,No
CUST-00237,Female,0,Yes,No,70,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),58.22,4027.97,No
CUST-00238,Female,1,No,Yes,58,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,One year,No,Mailed check,61.46,3531.78,No
CUST-00239,Male,0,No,Yes,59,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,Two year,No,Mailed check,77.55,4524.22,No
CUST-00240,Female,0,No,No,26,Yes,No,DSL,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,61.43,1575.12,No
CUST-00241,Female,0,No,No,22,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,27.42,598.81,No
CUST-00242,Male,0,Yes,No,40,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,No,Mailed check,73.3,2835.29,Yes
CUST-00243,Female,0,Yes,No,11,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),22.23,225.51,No
CUST-00244,Male,1,Yes,Yes,9,No,No phone service,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,67.54,549.81,Yes
CUST-00245,Male,0,No,No,12,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),62.82,756.32,No
CUST-00246,Female,0,No,No,26,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,One year,Yes,Bank transfer (automatic),60.62,1652.73,No
CUST-00247,Male,0,Yes,No,38,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,27.5,1023.38,No
CUST-00248,Male,0,Yes,Yes,3,Yes,No,Fiber optic,Yes,No,No,No,No,No,One year,Yes,Credit card (automatic),53.28,207.78,Yes
CUST-00249,Male,0,Yes,No,15,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),77.98,1154.12,Yes
CUST-00250,Male,0,Yes,Yes,47,Yes,Yes,DSL,Yes,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),59.83,2790.81,No
CUST-00251,Female,0,No,No,5,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),65.53,270.5,Yes
CUST-00252,Male,0,No,Yes,54,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,18.75,1090.24,No
CUST-00253,Female,0,Yes,No,24,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,Two year,Yes,Electronic check,83.7,2027.2,No
CUST-00254,Male,0,No,No,11,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,28.01,297.46,Yes
CUST-00255,Male,0,No,No,33,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),68.56,2293.9,Yes
CUST-00256,Male,1,No,No,57,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,No,Mailed check,71.1,4041.25,No
CUST-00257,Male,0,Yes,Yes,52,Yes,Yes,DSL,No,Yes,No,Yes,Yes,No,Two year,No,Electronic check,61.53,3128.51,No
CUST-00258,Female,0,Yes,No,64,Yes,No,Fiber optic,No,No,No,No,No,No,One year,No,Electronic check,53.58,3398.43,Yes
CUST-00259,Female,0,Yes,No,43,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),28.1,1262.19,No
CUST-00260,Male,0,No,No,44,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,77.36,3414.72,Yes
CUST-00261,Male,1,No,No,36,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,One year,Yes,Mailed check,63.63,2314.34,No
CUST-00262,Female,0,No,No,12,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,25.18,440.76,No
CUST-00263,Male,0,Yes,No,56,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,44.38,2481.15,Yes
CUST-00264,Male,0,Yes,No,3,Yes,No,DSL,Yes,Yes,No,No,No,No,One year,No,Bank transfer (automatic),45.66,233.85,No
CUST-00265,Male,0,Yes,No,50,No,No phone service,Fiber optic,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),79.39,4027.18,No
CUST-00266,Female,0,No,Yes,29,Yes,No,DSL,No,No,Yes,Yes,Yes,No,One year,Yes,Credit card (automatic),60.03,1776.48,No
CUST-00267,Female,0,Yes,Yes,16,Yes,No,DSL,No,No,No,Yes,No,Yes,One year,Yes,Electronic check,56.38,939.04,No
CUST-00268,Female,0,Yes,Yes,40,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,69.69,2685.4,Yes
CUST-00269,Male,0,No,Yes,27,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,68.77,1747.72,Yes
CUST-00270,Male,0,No,No,70,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,No,Bank transfer (automatic),69.14,4772.84,No
CUST-00271,Female,1,No,Yes,42,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,26.48,1121.43,No
CUST-00272,Female,0,Yes,Yes,57,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,No,Mailed check,51.79,3011.51,No
CUST-00273,Female,0,No,No,10,Yes,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,No,Credit card (automatic),51.69,536.88,No
CUST-00274,Female,0,Yes,No,38,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,56.95,2099.0,No
CUST-00275,Male,1,No,No,8,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),70.44,483.07,Yes
CUST-00276,Female,0,Yes,No,18,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,28.75,448.45,No
CUST-00277,Male,1,Yes,Yes,17,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,23.51,494.37,No
CUST-00278,Female,0,No,Yes,58,Yes,No,DSL,Yes,No,Yes,No,Yes,Yes,Two year,No,Bank transfer (automatic),65.35,3712.39,No
CUST-00279,Male,0,No,No,66,Yes,No,DSL,Yes,No,No,No,Yes,No,Month-to-month,No,Credit card (automatic),59.87,4033.24,No
CUST-00280,Female,0,No,No,44,Yes,No,Fiber optic,No,No,No,No,No,Yes,One year,Yes,Credit card (automatic),62.24,2773.11,No
CUST-00281,Female,0,Yes,No,9,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,Month-to-month,No,Mailed check,81.62,778.45,Yes
CUST-00282,Female,0,Yes,No,48,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),31.17,1500.82,No
CUST-00283,Female,0,No,Yes,39,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,74.59,2953.0,No
CUST-00284,Male,0,No,No,6,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,29.9,155.25,Yes
CUST-00285,Female,0,No,Yes,30,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,29.77,856.22,No
CUST-00286,Male,0,No,No,18,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Two year,Yes,Electronic check,66.86,1192.85,Yes
CUST-00287,Male,0,No,No,43,Yes,Yes,DSL,No,No,No,No,Yes,No,Two year,No,Mailed check,58.5,2538.43,No
CUST-00288,Male,0,No,No,33,Yes,Yes,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,No,Bank transfer (automatic),66.15,2053.13,Yes
CUST-00289,Male,0,Yes,No,53,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,No,Electronic check,90.01,4739.41,No
CUST-00290,Female,0,Yes,No,56,No,No phone service,Fiber optic,No,No,Yes,No,No,Yes,One year,Yes,Electronic check,75.7,4249.81,No
CUST-00291,Male,0,Yes,No,19,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,No,Mailed check,55.77,1075.0,Yes
CUST-00292,Male,1,Yes,No,69,Yes,Yes,DSL,No,No,Yes,Yes,No,No,One year,Yes,Credit card (automatic),56.28,3881.38,No
CUST-00293,Male,0,No,No,26,Yes,No,DSL,No,Yes,Yes,No,No,Yes,Two year,Yes,Electronic check,57.81,1476.45,No
CUST-00294,Female,0,No,No,29,Yes,Yes,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),67.28,1912.94,No
CUST-00295,Female,0,No,No,24,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),24.55,588.82,No
CUST-00296,Female,1,Yes,No,6,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,71.24,375.4,Yes
CUST-00297,Female,0,Yes,Yes,54,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,59.37,3115.04,No
CUST-00298,Male,0,Yes,No,39,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,Month-to-month,No,Bank transfer (automatic),61.32,2411.76,No
CUST-00299,Male,1,No,No,4,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,33.21,29.1,No
CUST-00300,Female,0,Yes,No,58,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,77.49,4491.92,Yes
CUST-00301,Male,0,No,No,48,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),73.29,3554.9,Yes
CUST-00302,Male,0,Yes,Yes,60,Yes,Yes,DSL,No,Yes,No,Yes,Yes,No,Month-to-month,No,Mailed check,61.97,3682.33,No
CUST-00303,Male,0,Yes,Yes,26,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),28.74,730.58,No
CUST-00304,Female,0,No,No,40,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,24.01,1045.23,No
CUST-00305,Female,0,No,Yes,56,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,23.34,1371.98,No
CUST-00306,Male,0,Yes,Yes,39,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,No,Electronic check,80.04,3212.65,Yes
CUST-00307,Female,1,No,Yes,39,Yes,No,Fiber optic,No,Yes,No,Yes,No,Yes,One year,No,Mailed check,77.11,2990.14,No
CUST-00308,Female,0,No,Yes,48,Yes,Yes,DSL,No,Yes,Yes,No,No,No,Two year,Yes,Bank transfer (automatic),54.84,2719.41,No
CUST-00309,Female,0,No,No,25,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),48.56,1212.1,No
CUST-00310,Female,0,No,No,34,No,No phone service,DSL,No,No,No,No,No,No,One year,No,Mailed check,36.39,1272.09,No
CUST-00311,Female,0,No,No,21,Yes,No,DSL,No,No,No,No,No,No,One year,No,Mailed check,38.39,834.69,No
CUST-00312,Male,0,Yes,No,25,Yes,Yes,DSL,No,No,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),60.19,1613.69,No
CUST-00313,Female,0,No,Yes,22,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,25.64,601.97,No
CUST-00314,Male,0,Yes,Yes,23,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,67.82,1536.7,Yes
CUST-00315,Male,0,No,No,25,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,No,Two year,Yes,Electronic check,80.77,2050.64,No
CUST-00316,Female,0,Yes,No,26,Yes,No,DSL,No,Yes,No,No,Yes,Yes,One year,No,Electronic check,68.32,1887.64,No
CUST-00317,Male,0,Yes,Yes,30,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Electronic check,43.12,1334.2,Yes
